"ID","High_Plant","Herbarium","Observation Date","Taxon","Observer","Source","Date","County","lat","lng","Location Description"
"gx21398",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.82398133333334","-122.52531233333332","below camp bicentennial"
"gx21379",,,"2014-10-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-27","Marin","37.83760149175978","-122.498706018508","backyard of 807 capehart on slopes heading south and east"
"gx21378",,,"2014-10-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-27","Marin","37.83592066666666","-122.5006105","on both sides of cul de sac near back of 809B"
"gx21338",,,"2014-07-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-07-25","Marin","37.824653419730126","-122.53034849666818","battery alexander"
"gx21313",,,"2014-10-02","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-02","Marin","37.829323333333335","-122.52227900000001","ft barry quarry parking"
"gx21277",,,"2014-09-23","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-09-23","Marin","37.834777243260184","-122.53379557632057","west slope of roads yard"
"gx21259",,,"2014-09-22","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-09-22","Marin","37.824955410699886","-122.52864149820962","west side of battery Wallace"
"gx21182",,,"2014-08-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-08-24","Marin","37.832174333333334","-122.54056583333335","sothwest slope along coastal trail 45m from gate"
"gx13409","2",,"2010-08-25","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-08-25","Marin","37.82949833333333","-122.52783499999997","2 small patches south east of road to nike missile"
"gx17814",,,"2014-11-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-06","Marin","37.82440990497106","-122.52790002038012","top of battery wallace"
"gx20783",,,"2014-03-27","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2014-03-27","Marin","37.826863833333334","-122.49084533333335","bluffs at kirby cove beach"
"gx20679",,,"2013-09-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-09-04","Marin","37.83519","-122.53730667","south side of water tank"
"gx20605",,,"2013-08-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2013-08-07","Marin","37.83481056826015","-122.54769594987427","along both sides of dirt road"
"gx20600",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.835184333333345","-122.54277450000001","ABOVE COASTAL TRAIL ROAD AT UTURN"
"gx20596",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.83566184947794","-122.54591435198977","ABOVE COASTAL TRAIL UTURN ON HILLSIDE TO SOUTH UNDER ROCK OUTCROPPING"
"gx20470",,,"2013-07-01","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01","Marin","37.85901166666667","-122.575048","dune under stairs"
"gx20446",,,"2013-06-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17","Marin","37.83674966666667","-122.49000333333333","in coyote brush in clearing on hill"
"gx20271",,,"2013-03-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx17805",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.824974499999996","-122.52712783333334","slope above camp bicentennial"
"gx17803",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.82398133333334","-122.52531233333332","below camp bicentennial"
"gx20123",,,"2012-11-02","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-11-02","Marin","37.83049608434271","-122.53612404301431","REAR DUNE 100M EAST OF BRIDGE"
"gx20094",,,"2012-10-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-10-04","Marin","37.82441333333334","-122.52973333333333","newly pulled 10x27m by hrt today"
"gx19988",,,"2012-08-26","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2012-08-26","Marin","37.84024431732683","-122.54554376416256","1 small patch removed 1m sq"
"gx19916",,,"2012-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-02","San Francisco","37.79152066666667","-122.48379683333336","5 m south of trail"
"gx19771",,,"2013-01-16","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-01-16","Marin","37.91386299999999","-122.66460750000002","WEST OF HIGHWAY 1"
"gx1297",,,"2006-10-11","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-10-11","San Francisco","37.821993681558446","-122.53006144381094","on bunker, .25 hectare"
"in:1193626","1+",,"2015-01-24","Carpobrotus edulis","Scott Loarie","iNaturalist","2015-01-24","Marin","37.8918434871","-122.6352392425",
"in:1249761","1+",,"2015-02-21","Carpobrotus edulis","sjb","iNaturalist","2015-02-21","San Francisco","37.71677702","-122.50378354",
"in:1251941","1+",,"2015-02-22","Carpobrotus edulis","khnmc","iNaturalist","2015-02-22","San Francisco","37.7640158667","-122.5107866833",
"mg9347",,,"2015-04-03","Carpobrotus edulis","John Malpas",,"2015-04-03","Marin","37.82847","-122.53455",
"gx16628",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.83566184947794","-122.54591435198977","ABOVE COASTAL TRAIL UTURN ON HILLSIDE TO SOUTH UNDER ROCK OUTCROPPING"
"gx15851","0",,"2012-10-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-10-04","Marin","37.82441333333334","-122.52973333333333","newly pulled 10x27m by hrt today"
"gx17894","0",,"2015-01-11","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2015-01-11","Marin","37.82456091795911","-122.52905500555924","west of battery wallace"
"gx18016",,,"2014-09-23","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-09-23","Marin","37.834777243260184","-122.53379557632057","west slope of roads yard"
"gx13821","1",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.831979999999994","-122.53809333333332","w. of bunker road"
"gx13340","3",,"2009-11-23","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2009-11-23","Marin","37.83650551058813","-122.54708372160206","along the edge of eastern drop off in lower elevation"
"gx18235",,,"2011-10-31","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2011-10-31","Marin","37.83433456752591","-122.53374433101358","roads maintenance yard"
"gx13052","3",,"2010-02-17","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-02-17","Marin","37.84851866666666","-122.49189316666667","in cypress removal site below wolf ridge road25 m"
"gx19562",,,"2012-01-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-01-27","Marin","37.822968168755196","-122.52812449223246","south west corner of battery wallace west meadow"
"gx15565","1",,"2012-08-26","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2012-08-26","Marin","37.84024431732683","-122.54554376416256","1 small patch removed 1m sq"
"gx17778",,,"2014-10-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-27","Marin","37.83592066666666","-122.5006105","on both sides of cul de sac near back of 809B"
"gx19427",,,"2010-09-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-09-06","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx19388",,,"2011-09-30","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-30","Marin","37.82434333333334","-122.50858416666668","fisherman's trail at beach"
"gx19320",,,"2011-08-22","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2011-08-22","Marin","37.838003864574794","-122.54276365156721","on south edge of Bunker loop rd"
"gx19072",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.83184166666667","-122.53770666666668","w. of bunker"
"gx19071",,,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.831979999999994","-122.53809333333332","w. of bunker road"
"gx11533","0",,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83402666666667","-122.54486999999999","coastal trail"
"gx18978",,,"2011-02-06","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2011-02-06","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx11773","0",,"2007-10-12","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-10-12","Marin","37.993525","-122.97352666666666","west, uphill from boathouse."
"gx12273","0",,"2008-10-08","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2008-10-08","Marin","37.83071166666667","-122.52228333333332","base of planting site, above carex"
"gx11535","0",,"2006-08-27","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2006-08-27","Marin","37.833450000000006","-122.54455666666667","coastalsocial bluff"
"gx11622","0",,"2007-02-25","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-02-25","Marin","37.82391500000001","-122.52739500000001","next to road"
"gx16632",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.835184333333345","-122.54277450000001","ABOVE COASTAL TRAIL ROAD AT UTURN"
"gx18660",,,"2009-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-02","Marin","37.82742433333333","-122.49985166666669","hawk hill"
"gx13823","2",,"2011-05-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-02","Marin","37.83184166666667","-122.53770666666668","w. of bunker"
"gx17607",,,"2014-08-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-08-24","Marin","37.832174333333334","-122.54056583333335","sothwest slope along coastal trail 45m from gate"
"gx18588",,,"2008-10-05","Carpobrotus edulis",,"National Park Service [SFAN]","2008-10-05","Marin","37.824585000000006","-122.52977333333335","east of point bonita ymca on terrace of battery wallace"
"gx14384","2",,"2011-09-28","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-28","Marin","37.832016333333335","-122.5355005","w edge of parking kot"
"gx16318","1",,"2013-06-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17","Marin","37.83674966666667","-122.49000333333333","in coyote brush in clearing on hill"
"gx11549","0",,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.832925","-122.54146833","coastal trail, 2x1.5m patch on cliff"
"gx14396","1",,"2011-09-30","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-30","Marin","37.82434333333334","-122.50858416666668","fisherman's trail at beach"
"gx17254","1",,"2014-05-21","Carpobrotus edulis","Joseph Aquila","National Park Service [SFAN]","2014-05-21","Marin","37.834167","-122.53342",
"gx16412",,,"2013-09-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-09-04","Marin","37.83519","-122.53730667","south side of water tank"
"gx12345","0",,"2008-10-05","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2008-10-05","Marin","37.824585000000006","-122.52977333333335","east of point bonita ymca on terrace of battery wallace"
"gx16147",,,"2013-03-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24","Marin","37.82441333333334","-122.52973333333333","battery wallace"
"gx17802",,,"2014-11-04","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-11-04","Marin","37.82489422638674","-122.52615537612711","below trail"
"gx18076",,,"2014-10-02","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-02","Marin","37.829323333333335","-122.52227900000001","ft barry quarry parking"
"gx13916","2",,"2011-05-26","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-26","San Francisco","37.802265166666665","-122.47779100000002","west of coastal  trail"
"gx12595","1",,"2009-05-06","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2009-05-06","Marin","37.93426","-122.69646166666668","sw side of 1 at mm16.95"
"gx11760","0",,"2007-09-06","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-09-06","San Mateo","37.63687945","-122.47685141666668","6 m east of trail"
"gx14751",,,"2012-01-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2012-01-27","Marin","37.822968168755196","-122.52812449223246","south west corner of battery wallace west meadow"
"gx12748","1",,"2009-07-02","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-02","Marin","37.82742433333333","-122.49985166666669","hawk hill"
"gx14273","2",,"2011-08-22","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2011-08-22","Marin","37.838003864574794","-122.54276365156721","on south edge of Bunker loop rd"
"gx1891",,,"2007-10-13","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-10-13","Marin","37.993525","-122.97352666666666","west, uphill from boathouse."
"gx3326",,,"2008-10-22","Carpobrotus edulis","Melissa Potter","National Park Service [SFAN]","2008-10-22","Marin","38.1186505","-122.95439883333331","ALONG LAGOON"
"gx6441",,,"2011-09-27","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-09-27","Marin","37.910538833333334","-122.65849266666667","w of hwt 1"
"gx6437",,,"2011-09-27","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-09-27","Marin","37.911035833333344","-122.65979366666669","w of hwy 1"
"gx8578",,,"2013-01-16","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-01-16","Marin","37.91386299999999","-122.66460750000002","WEST OF HIGHWAY 1"
"gx10495",,,"2014-08-04","Carpobrotus edulis","Emily Huizenga","National Park Service [SFAN]","2014-08-04","Marin","37.91463083333333","-122.66528600000002","w side of hwy 1"
"gx10490",,,"2014-08-04","Carpobrotus edulis","Emily Huizenga","National Park Service [SFAN]","2014-08-04","Marin","37.91802983333333","-122.66903516666667","w side of hwy 1"
"gx6090",,,"2011-09-08","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-09-08","Marin","37.921093333333324","-122.67155000000001","w of hwy 1"
"gx3440",,,"2013-07-09","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-09","Marin","37.92174516666666","-122.67309966666667","along lagoon"
"gx10487",,,"2014-08-04","Carpobrotus edulis","Emily Huizenga","National Park Service [SFAN]","2014-08-04","Marin","37.924118666666665","-122.67506466666667","w side of hwy 1"
"gx10482",,,"2014-08-04","Carpobrotus edulis","Emily Huizenga","National Park Service [SFAN]","2014-08-04","Marin","37.92520533333334","-122.6767015","w side of hwy 1"
"gx6081",,,"2011-09-08","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-09-08","Marin","37.92547666666667","-122.67954499999999","w of hwy 1"
"gx3667",,,"2009-05-06","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2009-05-06","Marin","37.93426","-122.69646166666668","sw side of 1 at mm16.95"
"gx16986","21",,"2014-04-09","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2014-04-09","Marin","37.83408606764864","-122.53719266589232","20 m from trail"
"gx16146",,,"2013-03-24","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-03-24","Marin","37.824861067409586","-122.5261413250745","uphill n in cypress ne of camp"
"gx11548","0",,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83200667","-122.54149167","coastal trail (scenic), on cliff, 9x9m patch"
"gx11546","0",,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.832275","-122.54092","coastal trail (scenic), 9x9m patch"
"gx11536","0",,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83338166666667","-122.54401000000001","social Coastal trailside"
"gx11597","0",,"2006-12-31","Carpobrotus edulis","Maria Alvarez","National Park Service [SFAN]","2006-12-31","Marin","37.824585000000006","-122.52977333333335","east of point bonita ymca on terrace of battery wallace"
"gx11655","0",,"2007-04-17","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-04-17","San Mateo","37.613236666666666","-122.45942166666667","parking lot behind building"
"gx11599","0",,"2006-12-31","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2006-12-31","Marin","37.82461666666667","-122.53096333333333","RGJIYDR"
"gx11538","0",,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83338166666667","-122.54401000000001","social Coastal trailside"
"gx14385","20",,"2011-09-28","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-28","Marin","37.833910333333336","-122.5333975","on trail from nursery to maintenance yard"
"gx11754","0",,"2007-09-06","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-09-06","San Mateo","37.64139146021169","-122.48363853326268","small patch"
"gx9462",,,"2013-09-03","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-09-03","Marin","37.89811483333334","-122.64291116666666","north side of parking lot on path leading to beach"
"gx1819",,,"2007-03-27","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2007-03-27","Marin","37.862953","-122.585513",
"gx16451","6",,"2013-07-01","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-07-01","Marin","37.85901166666667","-122.575048","dune under stairs"
"gx5378",,,"2011-05-19","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-19","Marin","37.84605764371557","-122.48916803546922","upslope from sca trail"
"gx5376",,,"2011-05-19","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-05-19","Marin","37.84620585135524","-122.4893201953126","upslope from sca trail"
"gx2945",,,"2008-08-13","Carpobrotus edulis","Zach Barbane","National Park Service [SFAN]","2008-08-13","Marin","37.84240833333333","-122.54065000000001","small patch on rocks"
"gx1254",,,"2006-09-28","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-09-28","Marin","37.84254667","-122.53301167",
"gx5729",,,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-07-25","Marin","37.842558333333336","-122.47763166666667","corner of east rd and sanitary district"
"gx5736",,,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-07-25","Marin","37.84353666666667","-122.47795500000001","e of east rd"
"gx5741",,,"2011-07-25","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-07-25","Marin","37.84415666666666","-122.47785083333333","e of east rd"
"gx8048",,,"2012-08-29","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2012-08-29","Marin","37.84024431732683","-122.54554376416256","1 small patch removed 1m sq"
"gx2960",,,"2008-08-18","Carpobrotus edulis","Zach Barbane","National Park Service [SFAN]","2008-08-18","Marin","37.84028316666666","-122.53525450000001","1 plant on trail, removed"
"gx10713",,,"2014-10-27","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-10-27","Marin","37.83760149175978","-122.498706018508","backyard of 807 capehart on slopes heading south and east"
"gx4955",,,"2010-11-08","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2010-11-08","Marin","37.83781750158787","-122.49816962693892","inbetween house (on lamoreaux) n mccullough rd next to gemo patch"
"gx5898",,,"2011-08-22","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2011-08-22","Marin","37.838003864574794","-122.54276365156721","on south edge of Bunker loop rd"
"gx8978",,,"2013-06-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-06-17","Marin","37.83674966666667","-122.49000333333333","in coyote brush in clearing on hill"
"gx4132",,,"2009-11-23","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2009-11-23","Marin","37.83650551058813","-122.54708372160206","along the edge of eastern drop off in lower elevation"
"gx15962",,,"2013-01-16","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-01-16","Marin","37.91386299999999","-122.66460750000002","WEST OF HIGHWAY 1"
"gx3962",,,"2009-07-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-17","Marin","37.836211666666664","-122.50110833333336","smiley and menges st."
"gx7417",,,"2012-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-28","Marin","37.835438","-122.53166483333332","hillside behind marine mammal building"
"gx8318",,,"2012-09-21","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2012-09-21","Marin","37.83544166666667","-122.54314916666667","s side coastal trail"
"gx8762",,,"2013-04-09","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2013-04-09","Marin","37.83563516899308","-122.54374542434371","n side of coastal trail"
"gx9227",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.83566184947794","-122.54591435198977","ABOVE COASTAL TRAIL UTURN ON HILLSIDE TO SOUTH UNDER ROCK OUTCROPPING"
"gx9921",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2014-04-22","Marin","37.835853500000006","-122.47400816666666","trail"
"gx3965",,,"2009-07-17","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2009-07-17","Marin","37.83592066666666","-122.5006105","on both sides of cul de sac near back of 809B"
"gx2373",,,"2008-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2008-06-28","Marin","37.83400167316653","-122.53773245687808","small patch, 1 square m, 15 m from trail."
"gx1201",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83400333","-122.54489333","coastal trail, 20x10m patch"
"gx1124",,,"2006-08-27","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-08-27","Marin","37.83402666666667","-122.54486999999999","coastal trail"
"gx2371",,,"2008-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2008-06-28","Marin","37.83408606764864","-122.53719266589232","20 m from trail"
"gx2372",,,"2008-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2008-06-28","Marin","37.83410216318955","-122.53774519323919","15 m north of trail small patch"
"gx2370",,,"2008-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2008-06-28","Marin","37.83413779080341","-122.5370933465266","25 m north of trail"
"gx10062",,,"2014-05-21","Carpobrotus edulis","Joseph Aquila","National Park Service [SFAN]","2014-05-21","Marin","37.834166833333335","-122.5334195","BETWEEN COASTAL Trail ROAD AND MAINTENANCE"
"gx10108",,,"2014-05-21","Carpobrotus edulis","Joseph Aquila","National Park Service [SFAN]","2014-05-21","Marin","37.834167","-122.53342",
"gx5053",,,"2011-03-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-03-28","Marin","37.8341856667","-122.5339078333","coastal trail"
"gx1202",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83420333","-122.545145","on cliff, 8x1m linear along trail"
"gx6458",,,"2011-09-27","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-27","Marin","37.8342436666667","-122.531824833333","n side maintenance yard"
"gx11002",,,"2014-12-17","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2014-12-17","Marin","37.83433456752591","-122.53374433101358","roads maintenance yard"
"gx10040",,,"2014-05-19","Carpobrotus edulis","Matt Unitis","National Park Service [SFAN]","2014-05-19","Marin","37.834336666666665","-122.53066133333333","MARINE MAMMAL DRAINAGE"
"gx1205",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83467","-122.54675167","20x20m patch, near cliff, coatal trail (social)"
"gx7418",,,"2012-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-06-28","Marin","37.834725999999996","-122.53162800000001","parking lot in ceanothus"
"gx10811",,,"2014-09-24","Carpobrotus edulis",,"National Park Service [SFAN]","2014-09-24","Marin","37.834777243260184","-122.53379557632057","west slope of roads yard"
"gx1204",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83478667","-122.546475","10x10m patch, on cliff in moist seep"
"gx9235",,,"2013-08-07","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2013-08-07","Marin","37.83481056826015","-122.54769594987427","along both sides of dirt road"
"gx2376",,,"2008-06-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2008-06-28","Marin","37.83508747347875","-122.53844055271747","on cliff wall"
"gx7031",,,"2012-05-07","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-05-07","Marin","37.83514866666667","-122.54810499999999","east of trail"
"gx7524",,,"2012-07-09","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-07-09","Marin","37.83516466666668","-122.53511266666668","0702"
"gx9231",,,"2013-08-07","Carpobrotus edulis","Habitat Restoration Team","National Park Service [SFAN]","2013-08-07","Marin","37.835184333333345","-122.54277450000001","ABOVE COASTAL TRAIL ROAD AT UTURN"
"gx1247",,,"2006-09-28","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-09-28","Marin","37.83519","-122.53730667","south side of water tank"
"gx6482",,,"2011-09-28","Carpobrotus edulis","Eric Wrubel","National Park Service [SFAN]","2011-09-28","Marin","37.833910333333336","-122.5333975","on trail from nursery to maintenance yard"
"gx9908",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2014-04-22","Marin","37.833915","-122.4748815","edge along rocky beach"
"gx1242",,,"2006-09-28","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-09-28","Marin","37.83375667","-122.53460833",
"gx5061",,,"2011-03-28","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2011-03-28","Marin","37.8337955","-122.53641833333334","coastal trail"
"gx1198",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.83334833","-122.54431833","on cliff, social trail"
"gx9936",,,"2014-04-22","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2014-04-22","Marin","37.83335100000001","-122.48164416666667","TRAIL GG"
"gx1127",,,"2006-08-27","Carpobrotus edulis","Jim Dougherty","National Park Service [SFAN]","2006-08-27","Marin","37.83338166666667","-122.54401000000001","social Coastal trailside"
"gx1126",,,"2006-08-27","Carpobrotus edulis","Maria Avarez","National Park Service [SFAN]","2006-08-27","Marin","37.833450000000006","-122.54455666666667","coastalsocial bluff"
"gx1199",,,"2006-09-24","Carpobrotus edulis","Elizabeth Speith","National Park Service [SFAN]","2006-09-24","Marin","37.833465","-122.54404","HRT worksite, piles"
"gx7016",,,"2012-05-03","Carpobrotus edulis","Weed Watcher Volunteer","National Park Service [SFAN]","2012-05-03","Marin","37.8335315","-122.53854266666666","north of social trail from parking lot"
